cfg_label,round,elo_temperature,w_tournament,w_blade,uwo_lambda,elo_rounds,gsi_n,response_quality,relevance,helpfulness,toxicity,harmfulness,refusal,objective
r3_cfg14,3,11.221374869812289,1.9775979202122618,0.22916111417825252,0.1761665895040231,5,15,0.86,0.856,0.87,0.0,0.016,0.098,0.920147027027027
r4_cfg2,4,8.132023085786198,1.6189631757328813,0.9050317686140759,0.03016522597783889,5,12,0.842,0.83,0.852,0.0,0.012,0.174,0.9081792349726775
r4_cfg5,4,4.593571527522421,1.6176605468082745,0.06483718647384908,0.04125163962293033,7,12,0.868,0.854,0.84,0.0,0.012,0.156,0.9227320754716981
r4_cfg3,4,33.2640065110168,1.5388846544812291,0.4272373697741635,0.0675829334562147,6,13,0.828,0.828,0.85,0.0,0.012,0.15,0.9034379802414928
r4_cfg1,4,8.976512122180047,1.6722725603776598,0.6192847406670061,0.9229267512826062,4,13,0.844,0.842,0.842,0.0,0.012,0.144,0.9122939575394665
r4_cfg6,4,7.929278146360799,1.5097118444369375,0.746247569284608,0.036285176728749764,7,13,0.86,0.858,0.852,0.0,0.006,0.148,0.9228696120689656
r4_cfg7,4,37.65450015618663,1.657783779042425,0.4987271980523601,0.0009674089877791394,7,13,0.856,0.85,0.858,0.0,0.012,0.166,0.9181180292365999
r4_cfg0,4,37.11273564760223,1.639719911171929,0.8637436139083892,0.005374235685185692,8,12,0.868,0.83,0.838,0.0,0.012,0.15,0.9157959848073792
r4_cfg4,4,28.80046860224589,1.741737391250965,0.3508981433908124,0.004065509697886994,4,16,0.83,0.838,0.832,0.0,0.006,0.146,0.9082446750409612
r4_cfg9,4,21.04998771639255,1.6054648349961889,0.3304180368391819,0.3015424448972543,7,6,0.874,0.84,0.838,0.0,0.006,0.144,0.9217141316073354
r4_cfg14,4,37.8082890676578,2.9139301141467326,0.1568021517427331,0.012030298534206455,7,7,0.866,0.84,0.84,0.0,0.012,0.144,0.9181180292365999
r4_cfg10,4,10.63013188556981,1.5829928079056264,2.7754210786500244,0.0050253622696768705,4,9,0.852,0.87,0.862,0.0,0.012,0.108,0.9227320754716981
r4_cfg12,4,11.391442264891635,1.6341504443874286,0.47292429504783917,0.13596712618880305,8,10,0.85,0.844,0.85,0.0,0.012,0.148,0.9146311787072243
r4_cfg8,4,6.330135104676337,1.753713667159201,1.0351475594085209,0.021678403741288047,5,12,0.828,0.836,0.848,0.0,0.012,0.136,0.9058138006571741
r4_cfg11,4,17.718253312660377,1.6242320186746917,0.455555038258436,0.04986396837422548,4,13,0.874,0.87,0.856,0.0,0.0,0.142,0.9316239316239316
r4_cfg13,4,14.928934910432051,1.6570255337283264,0.2799331839824561,0.1128743417613415,9,13,0.862,0.854,0.86,0.0,0.012,0.11,0.9210064794816415
r4_cfg15,4,36.081882596413784,1.6433874204847183,0.3555891600506934,0.031393652179919525,6,11,0.852,0.848,0.836,0.0,0.012,0.134,0.9163774403470716
r5_cfg3,5,8.734805212678289,2.2896301300450164,0.0589691686910996,0.4203975403044381,9,4,0.868,0.856,0.846,0.0,0.0,0.128,0.9258861439312567
r5_cfg7,5,33.93899137866596,1.6115089812733472,0.21031502511942785,0.038556327448935675,5,12,0.83,0.872,0.85,0.0,0.012,0.114,0.9169582655826558
r5_cfg1,5,24.270954700405564,1.563843979450704,0.346968707552037,0.6679750691154434,3,14,0.86,0.836,0.852,0.0,0.012,0.164,0.9152138979370249
r5_cfg2,5,8.10006111506297,1.6224160660422147,0.2163012770420783,0.10000324854538248,5,12,0.83,0.842,0.842,0.0,0.012,0.13,0.9081792349726775
r5_cfg4,5,18.089092043801227,1.6454616197666248,0.23303072639857986,0.011846364127526935,9,13,0.876,0.83,0.848,0.0,0.012,0.128,0.9181180292365999
r5_cfg5,5,4.303986924047816,1.6064133036313186,0.24372790517409,0.041843266097403416,6,13,0.852,0.874,0.878,0.0,0.012,0.128,0.9238793753365643
r5_cfg6,5,26.21398662547087,1.6303247957513833,0.2451099762859304,0.01805612290305592,3,16,0.85,0.856,0.852,0.006,0.012,0.154,0.9168362255965293
r5_cfg0,5,18.466028876837022,1.649865696630436,0.40752276243487484,0.04887115379513153,10,15,0.842,0.858,0.864,0.0,0.0,0.158,0.9189189189189189
r5_cfg8,5,28.182400364486835,1.6258034670503445,0.4753726442909344,0.009403011163173549,3,12,0.852,0.856,0.856,0.0,0.012,0.122,0.9186969696969697
r5_cfg14,5,33.55822738613217,1.6203662076543885,0.15552767006464446,0.08942349627222958,3,8,0.834,0.848,0.868,0.0,0.012,0.148,0.9111215258855586
r5_cfg12,5,10.690069092895477,1.639245141474447,1.038128547984303,0.11348740221916667,7,11,0.842,0.848,0.864,0.0,0.012,0.15,0.9134638390429581
r5_cfg11,5,39.74470107714634,1.6327601917941101,2.645729083462098,0.013122401595605408,7,13,0.85,0.86,0.878,0.0,0.012,0.134,0.9192752839372634
r5_cfg13,5,23.17264771951654,1.6501348546735897,0.4113897217614415,0.40391603186208036,8,12,0.832,0.834,0.864,0.0,0.012,0.132,0.9064061302681992
r5_cfg9,5,38.38204819149648,1.8902573696895968,0.5782492205755214,0.22284979084549844,7,15,0.832,0.824,0.846,0.0,0.012,0.108,0.9034379802414928
r5_cfg10,5,32.29699477590787,1.650803495514879,0.5914751729762238,0.04041063415472935,5,14,0.854,0.846,0.858,0.0,0.01,0.128,0.9168021680216802
r5_cfg15,5,36.96919551692212,1.4886151094888112,0.7433663268664421,0.27149292141875064,7,13,0.84,0.852,0.84,0.006,0.006,0.148,0.9140478260869566
r6_cfg1,6,4.327027182905962,2.267302209263718,0.0694864737183163,0.4123989296468614,4,3,0.854,0.858,0.856,0.0,0.012,0.146,0.9198529729729729
r6_cfg7,6,10.037883582490542,2.238111936584666,0.08171738809993226,0.4188727960483173,9,3,0.82,0.848,0.858,0.0,0.018,0.108,0.9057468493150684
r6_cfg0,6,11.867995041239421,2.281104710967441,0.2889189295356036,0.412101604306753,7,5,0.844,0.87,0.844,0.0,0.004,0.154,0.9221412398921833
r6_cfg3,6,18.158514625821432,1.604817967984499,0.7141127521906252,0.05031385061427575,5,8,0.854,0.836,0.83,0.0,0.0,0.152,0.9159891598915989
r6_cfg4,6,11.572924060582492,1.6720229744504485,1.402191743715239,0.008278601702715107,7,10,0.834,0.852,0.846,0.006,0.012,0.148,0.9110283533260631
r6_cfg6,6,11.751288862816537,1.630474806515212,1.5523001752700698,0.012790812197707616,2,10,0.822,0.874,0.854,0.0,0.012,0.148,0.9152138979370249
r6_cfg5,6,9.77834057589346,1.5946594925863264,0.6891200318550403,0.005648449039308946,3,11,0.848,0.874,0.864,0.0,0.01,0.116,0.9231627155172414
r6_cfg2,6,16.423233047742208,1.6083939576581336,0.3050904754438787,0.005895875519592255,3,13,0.832,0.83,0.852,0.0,0.004,0.114,0.9068758884636412
r6_cfg9,6,11.229163681152142,1.6350318790517586,0.3054341944794631,0.05265438994356332,8,3,0.85,0.846,0.838,0.0,0.012,0.126,0.9152138979370249
r6_cfg8,6,38.38929170023141,1.626922412497609,0.5925731084661607,0.06672071089106203,4,13,0.838,0.832,0.876,0.0,0.012,0.156,0.9075888463641334
r6_cfg12,6,6.142310657786724,2.301074455781804,0.07060585671205025,0.46462149033997757,8,5,0.848,0.854,0.86,0.0,0.012,0.156,0.9169582655826558
r6_cfg13,6,3.033617516436213,2.9578485566755726,0.0919911259043639,0.05297819847855502,5,7,0.806,0.842,0.874,0.0,0.004,0.158,0.9026915477497256
r6_cfg10,6,2.397646288093542,1.64720783798814,0.2001896630867696,0.017906680035555404,5,15,0.846,0.826,0.852,0.0,0.006,0.148,0.9094293507910529
r6_cfg11,6,15.742925280684215,1.7211244939839707,1.1864168608057915,0.06323427805070382,9,13,0.856,0.878,0.854,0.0,0.012,0.126,0.9261665771090811
r6_cfg14,6,24.455301529166288,1.6406626024240363,0.49458975911847647,0.042920689249163486,7,12,0.826,0.832,0.832,0.0,0.012,0.172,0.90403291278113
r6_cfg15,6,18.76971064836528,1.5525162548279472,0.5243526490910831,0.35238127067114305,8,13,0.864,0.836,0.84,0.0,0.012,0.108,0.9163774403470716
r7_cfg7,7,9.329876101432149,1.6910566952133477,0.23839965960672221,0.2136377934832145,6,4,0.834,0.842,0.828,0.0,0.012,0.178,0.9093580786026201
r7_cfg2,7,9.211408174983658,1.6204662778342955,0.19877827587869928,0.79346175340766,4,8,0.874,0.85,0.844,0.0,0.006,0.152,0.9245981710597095
r7_cfg4,7,9.423887737917966,1.2637228926347435,0.24969214801351852,0.5642700017471018,7,9,0.862,0.842,0.85,0.0,0.0,0.152,0.920086393088553
r7_cfg1,7,10.001891439213244,0.028272312808887763,0.4143917572816759,0.16385087361188724,4,13,0.842,0.824,0.852,0.006,0.0,0.154,0.9076513661202185
r7_cfg3,7,19.24096788502666,1.2485951537965696,0.7180545148315947,0.8385313345613558,7,13,0.852,0.846,0.864,0.0,0.004,0.148,0.9174899837574445
r7_cfg0,7,11.084511033817183,0.38578615513852466,0.2710345693119805,0.9570008839458791,7,13,0.822,0.822,0.802,0.0,0.006,0.232,0.9010819131390874
r7_cfg6,7,21.066405490290244,1.108743567513688,0.5518886773557558,0.020520965060525035,7,13,0.844,0.866,0.84,0.0,0.012,0.152,0.9192752839372634
r7_cfg5,7,9.814031154328761,1.6501240311932737,0.025143857023553713,0.3220997896600885,5,14,0.868,0.84,0.844,0.0,0.012,0.154,0.9186969696969697
r7_cfg8,7,9.369653767212492,1.630880682242041,2.718391268976696,0.720069934785531,7,15,0.854,0.836,0.85,0.0,0.012,0.132,0.9134638390429581
r7_cfg11,7,9.307723118372968,1.6612168682243136,1.325206448687839,0.16212005917578656,7,6,0.872,0.806,0.854,0.0,0.012,0.128,0.9099465357337698
r7_cfg10,7,17.60085106351176,1.6277799514966063,2.003135979544791,0.05044857084744138,5,11,0.84,0.842,0.864,0.0,0.006,0.108,0.9123797606093579
r7_cfg12,7,15.864974067005308,1.7157053928656143,2.301361906512259,0.051804342032264264,5,9,0.844,0.842,0.866,0.0,0.012,0.118,0.9122939575394665
r7_cfg9,7,34.05410329377188,1.7322587496221755,0.6858833692402866,0.013079870915935547,8,15,0.844,0.874,0.856,0.0,0.014,0.112,0.9211522678185745
r7_cfg13,7,9.449971606152454,1.6613312489479326,0.7166784513637079,0.04264389932216595,5,12,0.838,0.848,0.84,0.0,0.018,0.152,0.9110283533260631
r7_cfg14,7,20.799252288908225,1.3340689681601392,0.9781328212584774,0.09871812562768448,7,13,0.846,0.848,0.85,0.0,0.0,0.138,0.9171629669734704
r7_cfg15,7,17.72808145059085,1.120952264740253,0.8217591716871127,0.3905103722880109,9,13,0.844,0.86,0.85,0.0,0.012,0.138,0.9175384615384614
